year,subbasin,season,variable,value,year_month,is_mhw
2024,Southern,Winter,no3,0.04464745874999687,2024-02-01,1
2024,Southern,Winter,no3,0.04464745874999687,2024-12-01,1
2025,Southern,Winter,no3,0.01954246225378444,2025-01-01,1
2025,Southern,Winter,no3,0.01954246225378444,2025-02-01,1
1995,Central,Monsoon,po4,0.012908161718796584,1995-06-01,1
1995,Central,Monsoon,po4,0.012908161718796584,1995-07-01,1
1995,Central,Monsoon,po4,0.012908161718796584,1995-08-01,0
1995,Central,Monsoon,po4,0.012908161718796584,1995-09-01,1
1996,Central,Monsoon,po4,0.008209968807165494,1996-06-01,1
1996,Central,Monsoon,po4,0.008209968807165494,1996-07-01,1
1996,Central,Monsoon,po4,0.008209968807165494,1996-08-01,0
1996,Central,Monsoon,po4,0.008209968807165494,1996-09-01,0
1997,Central,Monsoon,po4,0.013108313471476393,1997-06-01,1
1997,Central,Monsoon,po4,0.013108313471476393,1997-07-01,0
1997,Central,Monsoon,po4,0.013108313471476393,1997-09-01,1
1998,Central,Monsoon,po4,0.014927067884316234,1998-06-01,1
1998,Central,Monsoon,po4,0.014927067884316234,1998-07-01,1
1998,Central,Monsoon,po4,0.014927067884316234,1998-08-01,1
1998,Central,Monsoon,po4,0.014927067884316234,1998-09-01,1
1999,Central,Monsoon,po4,0.016296084438091177,1999-08-01,0
1999,Central,Monsoon,po4,0.016296084438091177,1999-09-01,0
2000,Central,Monsoon,po4,0.006636705449457596,2000-06-01,1
2000,Central,Monsoon,po4,0.006636705449457596,2000-08-01,1
2000,Central,Monsoon,po4,0.006636705449457596,2000-09-01,1
2001,Central,Monsoon,po4,0.003812086268532302,2001-06-01,1
2001,Central,Monsoon,po4,0.003812086268532302,2001-07-01,1
2001,Central,Monsoon,po4,0.003812086268532302,2001-08-01,1
2001,Central,Monsoon,po4,0.003812086268532302,2001-09-01,1
2002,Central,Monsoon,po4,0.011834264512781016,2002-06-01,0
2002,Central,Monsoon,po4,0.011834264512781016,2002-07-01,1
2002,Central,Monsoon,po4,0.011834264512781016,2002-08-01,1
2002,Central,Monsoon,po4,0.011834264512781016,2002-09-01,1
2003,Central,Monsoon,po4,0.014709422877672323,2003-06-01,0
2003,Central,Monsoon,po4,0.014709422877672323,2003-07-01,0
2003,Central,Monsoon,po4,0.014709422877672323,2003-08-01,0
2003,Central,Monsoon,po4,0.014709422877672323,2003-09-01,0
2004,Central,Monsoon,po4,0.010115168321834856,2004-06-01,0
2004,Central,Monsoon,po4,0.010115168321834856,2004-07-01,0
2004,Central,Monsoon,po4,0.010115168321834856,2004-08-01,1
2004,Central,Monsoon,po4,0.010115168321834856,2004-09-01,1
2005,Central,Monsoon,po4,0.00969038055701425,2005-06-01,1
2005,Central,Monsoon,po4,0.00969038055701425,2005-07-01,1
2005,Central,Monsoon,po4,0.00969038055701425,2005-08-01,1
2005,Central,Monsoon,po4,0.00969038055701425,2005-09-01,1
2006,Central,Monsoon,po4,0.010852480095271622,2006-06-01,1
2006,Central,Monsoon,po4,0.010852480095271622,2006-07-01,1
2006,Central,Monsoon,po4,0.010852480095271622,2006-08-01,0
2006,Central,Monsoon,po4,0.010852480095271622,2006-09-01,1
2007,Central,Monsoon,po4,0.021254394931586283,2007-06-01,1
2007,Central,Monsoon,po4,0.021254394931586283,2007-07-01,1
2007,Central,Monsoon,po4,0.021254394931586283,2007-08-01,1
2008,Central,Monsoon,po4,0.011240506327902987,2008-06-01,0
2008,Central,Monsoon,po4,0.011240506327902987,2008-07-01,1
2008,Central,Monsoon,po4,0.011240506327902987,2008-08-01,0
2008,Central,Monsoon,po4,0.011240506327902987,2008-09-01,1
2009,Central,Monsoon,po4,0.009191703609940986,2009-06-01,0
2009,Central,Monsoon,po4,0.009191703609940986,2009-07-01,1
2009,Central,Monsoon,po4,0.009191703609940986,2009-08-01,1
2009,Central,Monsoon,po4,0.009191703609940986,2009-09-01,1
2010,Central,Monsoon,po4,0.004928140844562296,2010-06-01,1
2010,Central,Monsoon,po4,0.004928140844562296,2010-07-01,1
2010,Central,Monsoon,po4,0.004928140844562296,2010-08-01,1
2010,Central,Monsoon,po4,0.004928140844562296,2010-09-01,1
2012,Central,Monsoon,po4,0.01469075175371559,2012-06-01,0
2012,Central,Monsoon,po4,0.01469075175371559,2012-08-01,0
2014,Central,Monsoon,po4,0.011722159067328135,2014-06-01,1
2014,Central,Monsoon,po4,0.011722159067328135,2014-07-01,1
2014,Central,Monsoon,po4,0.011722159067328135,2014-08-01,1
2014,Central,Monsoon,po4,0.011722159067328135,2014-09-01,0
2015,Central,Monsoon,po4,0.01227871813931804,2015-06-01,1
2015,Central,Monsoon,po4,0.01227871813931804,2015-07-01,1
2015,Central,Monsoon,po4,0.01227871813931804,2015-08-01,1
2015,Central,Monsoon,po4,0.01227871813931804,2015-09-01,1
2016,Central,Monsoon,po4,0.010582643461988984,2016-06-01,1
2016,Central,Monsoon,po4,0.010582643461988984,2016-07-01,1
2016,Central,Monsoon,po4,0.010582643461988984,2016-08-01,1
2016,Central,Monsoon,po4,0.010582643461988984,2016-09-01,1
2017,Central,Monsoon,po4,0.007771214023548469,2017-06-01,1
2017,Central,Monsoon,po4,0.007771214023548469,2017-07-01,1
2017,Central,Monsoon,po4,0.007771214023548469,2017-08-01,1
2017,Central,Monsoon,po4,0.007771214023548469,2017-09-01,1
2018,Central,Monsoon,po4,0.012543923787985033,2018-06-01,1
2018,Central,Monsoon,po4,0.012543923787985033,2018-09-01,1
2019,Central,Monsoon,po4,0.025258424543512296,2019-06-01,1
2019,Central,Monsoon,po4,0.025258424543512296,2019-07-01,1
2019,Central,Monsoon,po4,0.025258424543512296,2019-08-01,0
2019,Central,Monsoon,po4,0.025258424543512296,2019-09-01,1
2020,Central,Monsoon,po4,0.0166022306745255,2020-06-01,1
2020,Central,Monsoon,po4,0.0166022306745255,2020-07-01,1
2020,Central,Monsoon,po4,0.0166022306745255,2020-08-01,1
2020,Central,Monsoon,po4,0.0166022306745255,2020-09-01,1
2021,Central,Monsoon,po4,0.0054807591348003835,2021-06-01,1
2021,Central,Monsoon,po4,0.0054807591348003835,2021-07-01,1
2021,Central,Monsoon,po4,0.0054807591348003835,2021-08-01,1
2021,Central,Monsoon,po4,0.0054807591348003835,2021-09-01,1
2022,Central,Monsoon,po4,0.010149454983045973,2022-06-01,1
2022,Central,Monsoon,po4,0.010149454983045973,2022-07-01,1
2022,Central,Monsoon,po4,0.010149454983045973,2022-08-01,1
2022,Central,Monsoon,po4,0.010149454983045973,2022-09-01,1
2023,Central,Monsoon,po4,0.013802679788376685,2023-06-01,1
2023,Central,Monsoon,po4,0.013802679788376685,2023-07-01,1
2023,Central,Monsoon,po4,0.013802679788376685,2023-08-01,1
2023,Central,Monsoon,po4,0.013802679788376685,2023-09-01,0
2024,Central,Monsoon,po4,0.033165554977302156,2024-06-01,1
2024,Central,Monsoon,po4,0.033165554977302156,2024-07-01,1
2024,Central,Monsoon,po4,0.033165554977302156,2024-08-01,1
2024,Central,Monsoon,po4,0.033165554977302156,2024-09-01,1
2025,Central,Monsoon,po4,0.007590569155469908,2025-06-01,0
1995,Central,Post-monsoon,po4,0.00905260957287463,1995-11-01,1
1997,Central,Post-monsoon,po4,0.006012046541408788,1997-10-01,1
1997,Central,Post-monsoon,po4,0.006012046541408788,1997-11-01,1
1998,Central,Post-monsoon,po4,0.012406217414161475,1998-10-01,1
1998,Central,Post-monsoon,po4,0.012406217414161475,1998-11-01,1
1999,Central,Post-monsoon,po4,0.010547360124351292,1999-10-01,0
1999,Central,Post-monsoon,po4,0.010547360124351292,1999-11-01,1
2000,Central,Post-monsoon,po4,0.00817504204093892,2000-10-01,0
2000,Central,Post-monsoon,po4,0.00817504204093892,2000-11-01,0
2001,Central,Post-monsoon,po4,0.01125382155580991,2001-10-01,1
2001,Central,Post-monsoon,po4,0.01125382155580991,2001-11-01,1
2002,Central,Post-monsoon,po4,0.00647424080932088,2002-10-01,1
2002,Central,Post-monsoon,po4,0.00647424080932088,2002-11-01,1
2003,Central,Post-monsoon,po4,0.008896918348540474,2003-10-01,0
2003,Central,Post-monsoon,po4,0.008896918348540474,2003-11-01,1
2004,Central,Post-monsoon,po4,0.006441072206531246,2004-10-01,0
2004,Central,Post-monsoon,po4,0.006441072206531246,2004-11-01,1
2005,Central,Post-monsoon,po4,0.009855413797567767,2005-10-01,1
2005,Central,Post-monsoon,po4,0.009855413797567767,2005-11-01,1
2006,Central,Post-monsoon,po4,0.012885697680700366,2006-10-01,1
2006,Central,Post-monsoon,po4,0.012885697680700366,2006-11-01,1
2007,Central,Post-monsoon,po4,0.0172277382085039,2007-11-01,0
2008,Central,Post-monsoon,po4,0.005302079209237915,2008-10-01,1
2008,Central,Post-monsoon,po4,0.005302079209237915,2008-11-01,0
2009,Central,Post-monsoon,po4,0.008782124567918935,2009-10-01,1
2009,Central,Post-monsoon,po4,0.008782124567918935,2009-11-01,1
2010,Central,Post-monsoon,po4,0.014176051660699612,2010-10-01,1
2010,Central,Post-monsoon,po4,0.014176051660699612,2010-11-01,1
2011,Central,Post-monsoon,po4,0.003953414999715198,2011-10-01,1
2011,Central,Post-monsoon,po4,0.003953414999715198,2011-11-01,1
2012,Central,Post-monsoon,po4,0.017529772198475096,2012-10-01,1
2012,Central,Post-monsoon,po4,0.017529772198475096,2012-11-01,1
2013,Central,Post-monsoon,po4,0.011461046794343226,2013-11-01,0
2014,Central,Post-monsoon,po4,0.01377322874778792,2014-10-01,1
2014,Central,Post-monsoon,po4,0.01377322874778792,2014-11-01,1
2015,Central,Post-monsoon,po4,0.01309195278492228,2015-10-01,1
2015,Central,Post-monsoon,po4,0.01309195278492228,2015-11-01,1
2016,Central,Post-monsoon,po4,0.006772446878238592,2016-11-01,0
2017,Central,Post-monsoon,po4,0.015433833836324636,2017-10-01,1
2017,Central,Post-monsoon,po4,0.015433833836324636,2017-11-01,1
2018,Central,Post-monsoon,po4,0.016565102654992784,2018-10-01,1
2018,Central,Post-monsoon,po4,0.016565102654992784,2018-11-01,1
2019,Central,Post-monsoon,po4,0.021014917793837476,2019-10-01,1
2019,Central,Post-monsoon,po4,0.021014917793837476,2019-11-01,1
2020,Central,Post-monsoon,po4,0.015033363967095205,2020-10-01,0
2020,Central,Post-monsoon,po4,0.015033363967095205,2020-11-01,1
2021,Central,Post-monsoon,po4,0.007951862927119161,2021-10-01,1
2021,Central,Post-monsoon,po4,0.007951862927119161,2021-11-01,1
2023,Central,Post-monsoon,po4,0.018963647186847087,2023-10-01,1
2023,Central,Post-monsoon,po4,0.018963647186847087,2023-11-01,1
2024,Central,Post-monsoon,po4,0.025471494189110253,2024-10-01,1
2024,Central,Post-monsoon,po4,0.025471494189110253,2024-11-01,1
1995,Central,Pre-monsoon,po4,0.002563622000169067,1995-03-01,1
1995,Central,Pre-monsoon,po4,0.002563622000169067,1995-04-01,1
1995,Central,Pre-monsoon,po4,0.002563622000169067,1995-05-01,1
1996,Central,Pre-monsoon,po4,0.0026827046723098048,1996-04-01,1
1996,Central,Pre-monsoon,po4,0.0026827046723098048,1996-05-01,0
1997,Central,Pre-monsoon,po4,0.0012740663657950207,1997-05-01,1
1998,Central,Pre-monsoon,po4,0.014874026721619249,1998-03-01,1
1998,Central,Pre-monsoon,po4,0.014874026721619249,1998-04-01,1
1998,Central,Pre-monsoon,po4,0.014874026721619249,1998-05-01,1
1999,Central,Pre-monsoon,po4,0.0006592189689384381,1999-03-01,1
1999,Central,Pre-monsoon,po4,0.0006592189689384381,1999-04-01,0
2000,Central,Pre-monsoon,po4,0.0009186969057622734,2000-03-01,0
2000,Central,Pre-monsoon,po4,0.0009186969057622734,2000-04-01,0
2000,Central,Pre-monsoon,po4,0.0009186969057622734,2000-05-01,1
2001,Central,Pre-monsoon,po4,0.0014212403465688288,2001-03-01,0
2001,Central,Pre-monsoon,po4,0.0014212403465688288,2001-04-01,1
2001,Central,Pre-monsoon,po4,0.0014212403465688288,2001-05-01,1
2002,Central,Pre-monsoon,po4,0.0014011819686174755,2002-03-01,0
2002,Central,Pre-monsoon,po4,0.0014011819686174755,2002-04-01,1
2002,Central,Pre-monsoon,po4,0.0014011819686174755,2002-05-01,1
2003,Central,Pre-monsoon,po4,0.0010900929965928542,2003-04-01,1
2003,Central,Pre-monsoon,po4,0.0010900929965928542,2003-05-01,1
2004,Central,Pre-monsoon,po4,0.0013353083450361857,2004-04-01,1
2004,Central,Pre-monsoon,po4,0.0013353083450361857,2004-05-01,0
2005,Central,Pre-monsoon,po4,0.0005330280329516576,2005-03-01,1
2005,Central,Pre-monsoon,po4,0.0005330280329516576,2005-04-01,1
2005,Central,Pre-monsoon,po4,0.0005330280329516576,2005-05-01,1
2006,Central,Pre-monsoon,po4,0.0012322717816078644,2006-03-01,1
2006,Central,Pre-monsoon,po4,0.0012322717816078644,2006-04-01,1
2006,Central,Pre-monsoon,po4,0.0012322717816078644,2006-05-01,0
2007,Central,Pre-monsoon,po4,0.006537920891671922,2007-04-01,1
2008,Central,Pre-monsoon,po4,0.0005966191874222287,2008-03-01,1
2008,Central,Pre-monsoon,po4,0.0005966191874222287,2008-04-01,0
2009,Central,Pre-monsoon,po4,0.0005657177033202451,2009-03-01,0
2009,Central,Pre-monsoon,po4,0.0005657177033202451,2009-04-01,1
2010,Central,Pre-monsoon,po4,0.0005879970684721732,2010-03-01,1
2010,Central,Pre-monsoon,po4,0.0005879970684721732,2010-04-01,1
2010,Central,Pre-monsoon,po4,0.0005879970684721732,2010-05-01,1
2011,Central,Pre-monsoon,po4,0.0013229203938263112,2011-03-01,1
2012,Central,Pre-monsoon,po4,0.0006581048313917615,2012-03-01,0
2013,Central,Pre-monsoon,po4,0.0005540437096018166,2013-03-01,1
2013,Central,Pre-monsoon,po4,0.0005540437096018166,2013-04-01,0
2013,Central,Pre-monsoon,po4,0.0005540437096018166,2013-05-01,1
2014,Central,Pre-monsoon,po4,0.0026649034869319177,2014-03-01,0
2014,Central,Pre-monsoon,po4,0.0026649034869319177,2014-04-01,1
2014,Central,Pre-monsoon,po4,0.0026649034869319177,2014-05-01,1
2015,Central,Pre-monsoon,po4,0.0025214404487931357,2015-03-01,0
2015,Central,Pre-monsoon,po4,0.0025214404487931357,2015-04-01,0
2015,Central,Pre-monsoon,po4,0.0025214404487931357,2015-05-01,1
2016,Central,Pre-monsoon,po4,0.0012489837368294295,2016-03-01,1
2016,Central,Pre-monsoon,po4,0.0012489837368294295,2016-04-01,1
2016,Central,Pre-monsoon,po4,0.0012489837368294295,2016-05-01,1
2017,Central,Pre-monsoon,po4,0.002365815905287776,2017-03-01,1
2017,Central,Pre-monsoon,po4,0.002365815905287776,2017-04-01,1
2017,Central,Pre-monsoon,po4,0.002365815905287776,2017-05-01,1
2018,Central,Pre-monsoon,po4,0.0013260392263829592,2018-03-01,1
2018,Central,Pre-monsoon,po4,0.0013260392263829592,2018-04-01,1
2018,Central,Pre-monsoon,po4,0.0013260392263829592,2018-05-01,1
2019,Central,Pre-monsoon,po4,0.003179482378799541,2019-03-01,1
2019,Central,Pre-monsoon,po4,0.003179482378799541,2019-04-01,1
2019,Central,Pre-monsoon,po4,0.003179482378799541,2019-05-01,0
2020,Central,Pre-monsoon,po4,0.011270972489166836,2020-03-01,0
2020,Central,Pre-monsoon,po4,0.011270972489166836,2020-04-01,1
2020,Central,Pre-monsoon,po4,0.011270972489166836,2020-05-01,1
2021,Central,Pre-monsoon,po4,0.0018266157558377955,2021-03-01,1
2021,Central,Pre-monsoon,po4,0.0018266157558377955,2021-04-01,1
2021,Central,Pre-monsoon,po4,0.0018266157558377955,2021-05-01,1
2022,Central,Pre-monsoon,po4,0.0027727412042470403,2022-03-01,1
2022,Central,Pre-monsoon,po4,0.0027727412042470403,2022-04-01,1
2022,Central,Pre-monsoon,po4,0.0027727412042470403,2022-05-01,1
2023,Central,Pre-monsoon,po4,0.006439747977233523,2023-03-01,1
2023,Central,Pre-monsoon,po4,0.006439747977233523,2023-04-01,1
2023,Central,Pre-monsoon,po4,0.006439747977233523,2023-05-01,1
2024,Central,Pre-monsoon,po4,0.010425419240455336,2024-03-01,1
2024,Central,Pre-monsoon,po4,0.010425419240455336,2024-04-01,1
2024,Central,Pre-monsoon,po4,0.010425419240455336,2024-05-01,1
2025,Central,Pre-monsoon,po4,0.004554795312548953,2025-03-01,1
2025,Central,Pre-monsoon,po4,0.004554795312548953,2025-04-01,0
2025,Central,Pre-monsoon,po4,0.004554795312548953,2025-05-01,1
1995,Central,Winter,po4,0.019002005893642454,1995-01-01,0
1995,Central,Winter,po4,0.019002005893642454,1995-02-01,0
1997,Central,Winter,po4,0.011005222529928282,1997-12-01,1
1998,Central,Winter,po4,0.008816171450945431,1998-01-01,1
1998,Central,Winter,po4,0.008816171450945431,1998-02-01,1
1998,Central,Winter,po4,0.008816171450945431,1998-12-01,1
1999,Central,Winter,po4,0.011380683531164663,1999-01-01,1
1999,Central,Winter,po4,0.011380683531164663,1999-02-01,1
2000,Central,Winter,po4,0.016800905161114984,2000-01-01,0
2000,Central,Winter,po4,0.016800905161114984,2000-02-01,1
2001,Central,Winter,po4,0.014682762115129797,2001-12-01,1
2002,Central,Winter,po4,0.008814519448519709,2002-01-01,1
2002,Central,Winter,po4,0.008814519448519709,2002-02-01,1
2002,Central,Winter,po4,0.008814519448519709,2002-12-01,1
2003,Central,Winter,po4,0.009793904137505591,2003-01-01,0
2003,Central,Winter,po4,0.009793904137505591,2003-02-01,1
2003,Central,Winter,po4,0.009793904137505591,2003-12-01,0
2004,Central,Winter,po4,0.008505893756918336,2004-01-01,0
2004,Central,Winter,po4,0.008505893756918336,2004-02-01,1
2004,Central,Winter,po4,0.008505893756918336,2004-12-01,0
2005,Central,Winter,po4,0.01044425085317534,2005-01-01,1
2005,Central,Winter,po4,0.01044425085317534,2005-02-01,1
2006,Central,Winter,po4,0.01673561250211841,2006-01-01,1
2006,Central,Winter,po4,0.01673561250211841,2006-02-01,1
2006,Central,Winter,po4,0.01673561250211841,2006-12-01,1
2007,Central,Winter,po4,0.014552376323244479,2007-01-01,0
2007,Central,Winter,po4,0.014552376323244479,2007-02-01,0
2008,Central,Winter,po4,0.010279143715509295,2008-01-01,0
2008,Central,Winter,po4,0.010279143715509295,2008-02-01,1
2008,Central,Winter,po4,0.010279143715509295,2008-12-01,0
2009,Central,Winter,po4,0.0072743890058801055,2009-01-01,0
2009,Central,Winter,po4,0.0072743890058801055,2009-12-01,1
2010,Central,Winter,po4,0.008817188191151128,2010-01-01,1
2010,Central,Winter,po4,0.008817188191151128,2010-02-01,1
2010,Central,Winter,po4,0.008817188191151128,2010-12-01,1
2011,Central,Winter,po4,0.010950877438910211,2011-01-01,1
2011,Central,Winter,po4,0.010950877438910211,2011-02-01,1
2011,Central,Winter,po4,0.010950877438910211,2011-12-01,1
2012,Central,Winter,po4,0.011132266986200304,2012-01-01,0
2012,Central,Winter,po4,0.011132266986200304,2012-12-01,1
2013,Central,Winter,po4,0.016594090717045668,2013-01-01,1
2013,Central,Winter,po4,0.016594090717045668,2013-02-01,1
2014,Central,Winter,po4,0.020310417329619128,2014-12-01,1
2015,Central,Winter,po4,0.01559839738438447,2015-01-01,1
2015,Central,Winter,po4,0.01559839738438447,2015-02-01,1
2015,Central,Winter,po4,0.01559839738438447,2015-12-01,1
2016,Central,Winter,po4,0.008528799767094497,2016-01-01,1
2016,Central,Winter,po4,0.008528799767094497,2016-02-01,1
2016,Central,Winter,po4,0.008528799767094497,2016-12-01,1
2017,Central,Winter,po4,0.020805530529351177,2017-01-01,1
2017,Central,Winter,po4,0.020805530529351177,2017-02-01,1
2017,Central,Winter,po4,0.020805530529351177,2017-12-01,1
2018,Central,Winter,po4,0.018251474206998918,2018-01-01,1
2018,Central,Winter,po4,0.018251474206998918,2018-02-01,0
2018,Central,Winter,po4,0.018251474206998918,2018-12-01,1
2019,Central,Winter,po4,0.014744306736271848,2019-01-01,1
2019,Central,Winter,po4,0.014744306736271848,2019-02-01,1
2019,Central,Winter,po4,0.014744306736271848,2019-12-01,1
2020,Central,Winter,po4,0.019783471985932027,2020-01-01,1
2020,Central,Winter,po4,0.019783471985932027,2020-02-01,1
2020,Central,Winter,po4,0.019783471985932027,2020-12-01,1
2021,Central,Winter,po4,0.016760152473606217,2021-01-01,1
2021,Central,Winter,po4,0.016760152473606217,2021-12-01,1
2022,Central,Winter,po4,0.01834436803060939,2022-01-01,1
2022,Central,Winter,po4,0.01834436803060939,2022-02-01,1
2022,Central,Winter,po4,0.01834436803060939,2022-12-01,1
2023,Central,Winter,po4,0.029928389957669055,2023-01-01,1
2023,Central,Winter,po4,0.029928389957669055,2023-02-01,1
2023,Central,Winter,po4,0.029928389957669055,2023-12-01,1
2024,Central,Winter,po4,0.030032961231386334,2024-01-01,1
2024,Central,Winter,po4,0.030032961231386334,2024-02-01,1
2024,Central,Winter,po4,0.030032961231386334,2024-12-01,1
2025,Central,Winter,po4,0.03464505062902169,2025-01-01,1
2025,Central,Winter,po4,0.03464505062902169,2025-02-01,1
1995,Northern,Monsoon,po4,0.011644792810432052,1995-07-01,1
1995,Northern,Monsoon,po4,0.011644792810432052,1995-09-01,0
1996,Northern,Monsoon,po4,0.019376431232488653,1996-06-01,0
1996,Northern,Monsoon,po4,0.019376431232488653,1996-09-01,1
1997,Northern,Monsoon,po4,0.03811227324641629,1997-06-01,1
1997,Northern,Monsoon,po4,0.03811227324641629,1997-08-01,0
1997,Northern,Monsoon,po4,0.03811227324641629,1997-09-01,0
1998,Northern,Monsoon,po4,0.010815426200064149,1998-06-01,1
1998,Northern,Monsoon,po4,0.010815426200064149,1998-07-01,1
1998,Northern,Monsoon,po4,0.010815426200064149,1998-08-01,1
1998,Northern,Monsoon,po4,0.010815426200064149,1998-09-01,1
1999,Northern,Monsoon,po4,0.01851414266711819,1999-06-01,1
2000,Northern,Monsoon,po4,0.006592916148760618,2000-07-01,1
2000,Northern,Monsoon,po4,0.006592916148760618,2000-09-01,0
2001,Northern,Monsoon,po4,0.006600176594121598,2001-06-01,0
2001,Northern,Monsoon,po4,0.006600176594121598,2001-09-01,1
2002,Northern,Monsoon,po4,0.00960798259887613,2002-06-01,1
2002,Northern,Monsoon,po4,0.00960798259887613,2002-07-01,1
2002,Northern,Monsoon,po4,0.00960798259887613,2002-09-01,1
2003,Northern,Monsoon,po4,0.0405519543439099,2003-06-01,0
2003,Northern,Monsoon,po4,0.0405519543439099,2003-07-01,0
2003,Northern,Monsoon,po4,0.0405519543439099,2003-08-01,1
2003,Northern,Monsoon,po4,0.0405519543439099,2003-09-01,0
2004,Northern,Monsoon,po4,0.006592474050049755,2004-06-01,1
2004,Northern,Monsoon,po4,0.006592474050049755,2004-07-01,0
2004,Northern,Monsoon,po4,0.006592474050049755,2004-08-01,1
2004,Northern,Monsoon,po4,0.006592474050049755,2004-09-01,1
2005,Northern,Monsoon,po4,0.01848852907402176,2005-06-01,1
2005,Northern,Monsoon,po4,0.01848852907402176,2005-07-01,1
2005,Northern,Monsoon,po4,0.01848852907402176,2005-08-01,1
2005,Northern,Monsoon,po4,0.01848852907402176,2005-09-01,1
2006,Northern,Monsoon,po4,0.01554489716219306,2006-06-01,1
2006,Northern,Monsoon,po4,0.01554489716219306,2006-07-01,1
2006,Northern,Monsoon,po4,0.01554489716219306,2006-09-01,1
2007,Northern,Monsoon,po4,0.02053136403444566,2007-06-01,1
2007,Northern,Monsoon,po4,0.02053136403444566,2007-07-01,1
2007,Northern,Monsoon,po4,0.02053136403444566,2007-08-01,1
2008,Northern,Monsoon,po4,0.03141757676680066,2008-06-01,0
2008,Northern,Monsoon,po4,0.03141757676680066,2008-07-01,0
2008,Northern,Monsoon,po4,0.03141757676680066,2008-08-01,1
2008,Northern,Monsoon,po4,0.03141757676680066,2008-09-01,1
2009,Northern,Monsoon,po4,0.01642910582046351,2009-06-01,1
2009,Northern,Monsoon,po4,0.01642910582046351,2009-07-01,1
2009,Northern,Monsoon,po4,0.01642910582046351,2009-08-01,1
2009,Northern,Monsoon,po4,0.01642910582046351,2009-09-01,0
2010,Northern,Monsoon,po4,0.011245232114239345,2010-06-01,1
2010,Northern,Monsoon,po4,0.011245232114239345,2010-07-01,1
2010,Northern,Monsoon,po4,0.011245232114239345,2010-08-01,1
2010,Northern,Monsoon,po4,0.011245232114239345,2010-09-01,1
2011,Northern,Monsoon,po4,0.012359531579414947,2011-06-01,1
2011,Northern,Monsoon,po4,0.012359531579414947,2011-07-01,0
2011,Northern,Monsoon,po4,0.012359531579414947,2011-08-01,1
2011,Northern,Monsoon,po4,0.012359531579414947,2011-09-01,0
2012,Northern,Monsoon,po4,0.025107514273110067,2012-06-01,1
2012,Northern,Monsoon,po4,0.025107514273110067,2012-07-01,1
2012,Northern,Monsoon,po4,0.025107514273110067,2012-08-01,0
2012,Northern,Monsoon,po4,0.025107514273110067,2012-09-01,1
2013,Northern,Monsoon,po4,0.012159659814697459,2013-06-01,1
2013,Northern,Monsoon,po4,0.012159659814697459,2013-07-01,1
2013,Northern,Monsoon,po4,0.012159659814697459,2013-08-01,1
2013,Northern,Monsoon,po4,0.012159659814697459,2013-09-01,1
2014,Northern,Monsoon,po4,0.008867739847197268,2014-06-01,1
2014,Northern,Monsoon,po4,0.008867739847197268,2014-07-01,1
2014,Northern,Monsoon,po4,0.008867739847197268,2014-08-01,1
2014,Northern,Monsoon,po4,0.008867739847197268,2014-09-01,1
2015,Northern,Monsoon,po4,0.017745000290570904,2015-06-01,1
2015,Northern,Monsoon,po4,0.017745000290570904,2015-07-01,1
2015,Northern,Monsoon,po4,0.017745000290570904,2015-08-01,1
2015,Northern,Monsoon,po4,0.017745000290570904,2015-09-01,1
2016,Northern,Monsoon,po4,0.011834220480322191,2016-06-01,1
2016,Northern,Monsoon,po4,0.011834220480322191,2016-07-01,1
2016,Northern,Monsoon,po4,0.011834220480322191,2016-08-01,1
2016,Northern,Monsoon,po4,0.011834220480322191,2016-09-01,1
2017,Northern,Monsoon,po4,0.009368206406955472,2017-06-01,1
2017,Northern,Monsoon,po4,0.009368206406955472,2017-07-01,1
2017,Northern,Monsoon,po4,0.009368206406955472,2017-08-01,1
2017,Northern,Monsoon,po4,0.009368206406955472,2017-09-01,1
2018,Northern,Monsoon,po4,0.007551119720217377,2018-06-01,1
2018,Northern,Monsoon,po4,0.007551119720217377,2018-07-01,0
2018,Northern,Monsoon,po4,0.007551119720217377,2018-08-01,1
2018,Northern,Monsoon,po4,0.007551119720217377,2018-09-01,1
2019,Northern,Monsoon,po4,0.02678092888282437,2019-06-01,1
2019,Northern,Monsoon,po4,0.02678092888282437,2019-07-01,1
2019,Northern,Monsoon,po4,0.02678092888282437,2019-08-01,1
2019,Northern,Monsoon,po4,0.02678092888282437,2019-09-01,1
2020,Northern,Monsoon,po4,0.01730962849958557,2020-06-01,1
2020,Northern,Monsoon,po4,0.01730962849958557,2020-07-01,1
2020,Northern,Monsoon,po4,0.01730962849958557,2020-08-01,1
2020,Northern,Monsoon,po4,0.01730962849958557,2020-09-01,1
2021,Northern,Monsoon,po4,0.004843742148126479,2021-06-01,1
2021,Northern,Monsoon,po4,0.004843742148126479,2021-07-01,1
2021,Northern,Monsoon,po4,0.004843742148126479,2021-08-01,1
2021,Northern,Monsoon,po4,0.004843742148126479,2021-09-01,1
2022,Northern,Monsoon,po4,0.005841489913010511,2022-06-01,1
2022,Northern,Monsoon,po4,0.005841489913010511,2022-07-01,1
2022,Northern,Monsoon,po4,0.005841489913010511,2022-08-01,1
2022,Northern,Monsoon,po4,0.005841489913010511,2022-09-01,1
2023,Northern,Monsoon,po4,0.005918341047906557,2023-06-01,1
2023,Northern,Monsoon,po4,0.005918341047906557,2023-07-01,1
